"11 (OG/fSOM)"	"10 (t-SNE/fSOM)"	"17 (t-SNE/fSOM)"	"15 (t-SNE/fSOM)"	"3 (OG/fSOM)"	"19 (t-SNE/fSOM)"	"11 (t-SNE/fSOM)"	"18 (t-SNE/fSOM)"	"14 (t-SNE/fSOM)"	"20 (t-SNE/fSOM)"	"5 (OG/fSOM)"	"2 (OG/fSOM)"	"1 (t-SNE/fSOM)"	"7 (OG/fSOM)"	"6 (OG/fSOM)"	"20 (OG/fSOM)"	"4 (OG/fSOM)"	"18 (OG/fSOM)"	"16 (t-SNE/fSOM)"	"15 (OG/fSOM)"	"8 (OG/fSOM)"	"2 (t-SNE/fSOM)"	"7 (t-SNE/fSOM)"	"1 (OG/fSOM)"	"14 (OG/fSOM)"	"13 (t-SNE/fSOM)"	"9 (OG/fSOM)"	"13 (OG/fSOM)"	"6 (t-SNE/fSOM)"	"9 (t-SNE/fSOM)"	"16 (OG/fSOM)"	"12 (t-SNE/fSOM)"	"8 (t-SNE/fSOM)"	"10 (OG/fSOM)"	"19 (OG/fSOM)"	"3 (t-SNE/fSOM)"	"12 (OG/fSOM)"	"4 (t-SNE/fSOM)"	"17 (OG/fSOM)"	"5 (t-SNE/fSOM)"
"15 (OG/fSOM)"	86.0351804408503	84.7420700229247	85.538858020342	85.8147160942374	82.0496789388838	82.3956779501653	83.2515598887212	82.7310480202466	82.8825415940853	88.7628475511878	89.9791433151094	86.6497239209752	87.0989580376579	87.4090701837084	88.7322580818133	90.3945359673625	89.5778568698598	92.8030579341629	94.8450151759811	100	87.4401756298329	86.9306132246111	85.0290855247818	86.0901843668136	93.0993624983992	93.977902831957	90.9717595090255	90.2663027957545	92.0325301419765	89.2211570075714	89.7767045452995	90.1467439268528	88.8871250816214	90.7841994437956	88.6772312867775	87.3790752639891	87.9975175783302	87.5457807917457	89.0006827502655	89.2924413070291
"16 (t-SNE/fSOM)"	86.6928157218251	84.9236517509463	85.7645762022073	86.5140625860506	82.903529317384	83.2392580371398	84.0115226976541	83.6108889348221	83.8191832377166	88.2729578095614	89.8225016016054	86.5640907779413	86.8697631839241	86.2838212856657	87.4605450417044	88.910096818487	88.8411017763914	95.0966748749386	100	94.8450151759811	87.7324062294801	87.5252398847922	85.5757031839836	86.6894087049107	91.7101404030703	92.2972186850227	89.8100819371113	90.554322662176	90.8670238605051	88.3701524835429	88.9802529903211	88.9360983450967	87.972164846368	89.3322771803271	87.7322705218202	86.2863639894382	86.93026311854	86.0169260113995	87.4830504470393	87.9112618549538
"18 (OG/fSOM)"	82.5767335892235	80.6967958225543	81.6006663103925	82.3716634088162	79.0440883604483	78.9692142005956	79.7703676322801	79.3383280050502	79.55306869712	85.0795065517888	86.5043773246083	84.857501056049	85.3066200541541	85.3182912834464	85.9818585656024	87.591973942455	88.2732322813282	100	95.0966748749386	92.8030579341629	86.8347353256826	87.9568876375419	86.2818623877497	87.2906986258195	92.2957307563498	92.8263449295452	90.6052109064682	90.5780879268006	91.3379555315416	89.846688260427	90.2186515168359	90.2933312342868	89.310982651902	90.6056349351228	89.9525382170207	88.4520150329169	88.9933960678336	88.0693418442815	89.8865662058465	90.0664397193795
"4 (OG/fSOM)"	84.7114816715607	83.024354697096	83.0631509959275	83.0635213686506	80.5053558645655	80.1840521425566	81.6265240326532	80.7193398676062	81.3169444839869	89.9759956654361	90.6608379213313	94.0772075738476	94.9291378540122	91.8203396615767	92.0381370100127	93.1279498872247	100	88.2732322813282	88.8411017763914	89.5778568698598	88.1237803426178	89.9389520957955	88.1833544551577	89.1579005943318	88.8881377581103	89.02877923928	92.26333181912	89.0138578571782	90.5360927767285	86.9086144695024	87.2711893245664	87.8028494482274	88.3648507942153	89.7563261437994	87.223980164217	87.2444598280484	87.7260373921165	86.3030737859038	86.3885175121245	87.1035424873342
"20 (OG/fSOM)"	85.9291183874161	83.9525798629422	84.3604903064495	84.2076458703592	82.6362711268504	81.3108873509819	82.8075816042581	81.678277331714	82.1977876823073	92.9403083284623	92.1223869313741	91.8060787745544	92.2540422696172	89.7798745983209	90.3129497250704	100	93.1279498872247	87.591973942455	88.910096818487	90.3945359673625	86.8263674374636	86.875925899398	84.5315435071938	85.6069510124543	88.3165017370118	88.6921617725101	89.5902072178529	87.614261387902	90.0049908943583	85.8343877713407	86.2521665727759	86.6639163175873	86.8884768083658	88.765477138088	87.2822651962745	84.7114915010878	85.1942572783257	85.2953305346132	85.954877089075	86.2191417245187
"6 (OG/fSOM)"	86.0042757602754	84.356669210876	84.2061650952775	84.0100333259976	81.9849887595063	81.8370875707677	83.0389928716564	82.7176746028624	83.2875126197144	89.3225507092515	91.2480692307024	91.4847700934721	91.514864956744	95.5987492943466	100	90.3129497250704	92.0381370100127	85.9818585656024	87.4605450417044	88.7322580818133	86.460483731686	87.3635881409595	86.0604009976421	86.860375562832	87.7370541752814	87.8064009651938	90.7434170586389	89.1882472818672	90.6139951239016	86.0076283710998	86.4552102927446	86.6325759769737	87.3988222051735	88.2443094008456	85.9057674387942	85.3807112591316	85.9254120606326	84.9269965606834	84.9371978286933	85.6269979442824
"7 (OG/fSOM)"	84.4438736072287	82.9174464667391	82.395415185395	82.2976091960301	80.7045024922633	80.2824059838383	81.5797782302683	80.9462784797857	81.6232784544985	88.1351813162133	89.8742637508425	91.4833627772751	91.4976692968258	100	95.5987492943466	89.7798745983209	91.8203396615767	85.3182912834464	86.2838212856657	87.4090701837084	86.1875797534559	87.387669576837	86.1050417496772	86.8509947324463	87.1587279467507	87.1147111837697	90.5657829819983	89.0256746103208	91.3208103675814	85.8755134707817	86.2502440210968	86.4175036959154	87.5584305197105	88.2459612576119	87.0124221798031	85.3704592377686	85.8433696240265	85.0365517016026	84.8297932671098	85.5841604508125
"1 (t-SNE/fSOM)"	85.7324823506636	84.0544642828846	83.6928331189619	83.5215343854436	81.9583819697383	81.3724705246114	82.9927628706224	81.8868447213028	82.7045154449209	90.8907099328544	92.1726427893505	98.9227797549613	100	91.4976692968258	91.514864956744	92.2540422696172	94.9291378540122	85.3066200541541	86.8697631839241	87.0989580376579	88.09153299822	88.5977107671523	86.9393856695438	87.7906707638149	85.8301522228927	85.8516085153723	89.2928678866342	86.6363853121925	87.9685519581578	83.7379701515687	84.1404026811429	84.5720902625981	85.5169115955173	86.6278289085434	84.5869262181837	84.1143967403481	84.6025749204917	83.0390429384993	83.0138690605167	83.7471475562671
"2 (OG/fSOM)"	86.000689026611	84.3157849421182	83.8644933794066	83.6889974933745	82.3388686849916	81.7370901479545	83.3596626849256	82.2563832821456	83.114378392036	90.9002126194514	92.3511822621499	100	98.9227797549613	91.4833627772751	91.4847700934721	91.8060787745544	94.0772075738476	84.857501056049	86.5640907779413	86.6497239209752	87.8688470251429	88.2281532622099	86.5663794200254	87.4044288009026	85.3770615434876	85.3711379023271	88.8117534152253	86.4458075197599	87.6150026488685	83.3146280091195	83.7294961296849	84.1181504056458	85.1536749711477	86.1675308913466	84.1579604777071	83.5857995212889	84.0803120853027	82.5589516243734	82.5091588452184	83.2518323875809
"5 (OG/fSOM)"	91.1891228927028	89.7249823468272	89.6893471414432	89.0732997425614	88.0952319206695	87.2663366312163	88.8576698675299	87.8735954125221	88.6152678573429	94.9298236940087	100	92.3511822621499	92.1726427893505	89.8742637508425	91.2480692307024	92.1223869313741	90.6608379213313	86.5043773246083	89.8225016016054	89.9791433151094	87.9235372264171	86.2209580503461	84.1115800231387	85.1151131379063	86.238754974558	86.6267768253296	87.2343720463353	86.6190653642056	88.0259368876056	83.1495977058015	83.7477377157998	83.9471134847901	84.3648509262564	85.7875571954538	83.8330019866536	81.8830972140988	82.5538705762369	81.8523182855055	82.4236614991049	82.9629393480147
"20 (t-SNE/fSOM)"	91.0382301496532	90.0690146608225	89.883793690436	89.6097828901629	88.1528728341134	87.6000626619709	89.1697559662854	87.6477421515954	88.1950490960688	100	94.9298236940087	90.9002126194514	90.8907099328544	88.1351813162133	89.3225507092515	92.9403083284623	89.9759956654361	85.0795065517888	88.2729578095614	88.7628475511878	85.1822370278477	83.991024010795	81.4716027088798	82.6139489272658	84.92703974121	85.4360396431168	85.5305976895126	85.2288175153425	86.5213265750312	81.8011272668014	82.4402274863776	82.6514345717686	82.7887709480372	84.4272057136789	82.4334709638437	80.0479388980501	80.6605170429375	80.6067220770256	81.2439024411862	81.6442251483597
"14 (t-SNE/fSOM)"	92.9172219719274	94.8483968113012	94.8245832508915	93.4505951858124	92.0444016657797	96.5558379350062	96.7372028330268	98.5770063199218	100	88.1950490960688	88.6152678573429	83.114378392036	82.7045154449209	81.6232784544985	83.2875126197144	82.1977876823073	81.3169444839869	79.55306869712	83.8191832377166	82.8825415940853	79.7081061367965	77.6820905606859	75.8325133181537	76.7615326454254	78.4957284975632	78.9390652744229	78.4475967396589	79.7937404225802	79.6293592354996	75.5560644986784	76.2900291821404	76.0194706319954	76.1414626314883	77.1126897849512	74.7839618900413	73.4308112169756	74.1412742500629	73.5050802263286	74.006133175088	74.5985567693806
"18 (t-SNE/fSOM)"	92.4619601291883	94.2961219154569	95.0016776120232	93.6146282015009	91.5041306174176	96.6548121876406	96.2190427022983	100	98.5770063199218	87.6477421515954	87.8735954125221	82.2563832821456	81.8868447213028	80.9462784797857	82.7176746028624	81.678277331714	80.7193398676062	79.3383280050502	83.6108889348221	82.7310480202466	79.1019811874665	77.110011472842	75.255248702488	76.1961719912023	78.2544660158581	78.7345881626106	78.0302447287535	79.465121452853	79.262187904165	75.2749451599575	76.01556113022	75.738643850747	75.7268269417025	76.7256594773514	74.4218929286139	73.0884400501573	73.7988267631554	73.1835527480378	73.7628757104019	74.3096015006908
"11 (t-SNE/fSOM)"	93.1874453866199	96.5656538311479	94.5753603538248	93.7417663394193	92.1881802301054	97.964833944049	100	96.2190427022983	96.7372028330268	89.1697559662854	88.8576698675299	83.3596626849256	82.9927628706224	81.5797782302683	83.0389928716564	82.8075816042581	81.6265240326532	79.7703676322801	84.0115226976541	83.2515598887212	79.7606585810488	77.6695344067385	75.4844273993188	76.5108069999242	78.7593135812161	79.2623801633125	78.4590692624991	79.7734339464927	79.7703934186741	75.6192482564024	76.3756514655497	76.211896812531	76.2752004758435	77.3991634104347	75.0432191985969	73.3339927424069	74.0322684000169	73.7188431630527	74.2659865549317	74.8235154049558
"19 (t-SNE/fSOM)"	92.2061141891527	95.505049610674	94.1028948403784	93.5616213551122	91.3370711698882	100	97.964833944049	96.6548121876406	96.5558379350062	87.6000626619709	87.2663366312163	81.7370901479545	81.3724705246114	80.2824059838383	81.8370875707677	81.3108873509819	80.1840521425566	78.9692142005956	83.2392580371398	82.3956779501653	78.5779386828895	76.5220413932084	74.3744609195042	75.3978109220511	77.9023653984262	78.4168174414476	77.4183888090064	79.0065762680549	78.7864688565966	74.8092829121986	75.5787789094516	75.3395763705415	75.305829970171	76.3721905721321	74.0250013491709	72.418752827256	73.120232936752	72.7896980113366	73.3972923733141	73.9216734330419
"3 (OG/fSOM)"	90.0845397458119	91.8517738141264	91.3942170282333	90.1021408104059	100	91.3370711698882	92.1881802301054	91.5041306174176	92.0444016657797	88.1528728341134	88.0952319206695	82.3388686849916	81.9583819697383	80.7045024922633	81.9849887595063	82.6362711268504	80.5053558645655	79.0440883604483	82.903529317384	82.0496789388838	78.8249532478202	76.5327464187048	74.4745371035287	75.436621178564	77.7332505892119	78.1414089542038	76.9979593948476	78.4145312361798	78.618489035007	74.3815117411358	75.0604990033415	75.2407353356842	75.2872185789429	76.3927944764765	74.3307129178213	71.8804722309922	72.5692365630206	72.7608251751934	73.2803766175135	73.8076785478656
"15 (t-SNE/fSOM)"	92.7433468418855	93.9375158708808	95.6918356942737	100	90.1021408104059	93.5616213551122	93.7417663394193	93.6146282015009	93.4505951858124	89.6097828901629	89.0732997425614	83.6889974933745	83.5215343854436	82.2976091960301	84.0100333259976	84.2076458703592	83.0635213686506	82.3716634088162	86.5140625860506	85.8147160942374	79.6470418493156	78.1533236354129	76.2108425228766	77.2406206569366	80.7312029569354	81.3434841645571	80.3418657475674	81.4356092785755	81.7840567890276	77.7953000018859	78.5377642524686	78.0303634569344	77.9429787404426	79.2939325763982	77.2142982468095	75.3991694464549	76.0899118846187	75.5383674798389	76.3593765780605	76.8852251567922
