"CD34"	"CD123"	"HLA-DR"	"CD16"	"CD33"	"CD184"	"CD13"	"CD38"	"CD117"	"CD62L"	"CD56"	"CD183"	"CD25"	"CD185"	"CD19"	"CD14"	"CD15"	"CD24"	"CD235a"	"CD3"	"CD7"	"CD11c"	"CD61"	"CD11b"	"CD64"	"CD4"	"CD45"
"12"	0.907666938186619	1.13946338589533	1.7591060680539	0.768761891981497	1.04628506647517	1.0455139027929	1.39517175174348	1.02992019508363	0.5	1.79770192848171	0.69609076072993	0.695696346682943	0.5	0.687799116692058	0.5	1.14023594377656	0.785585108726404	1.20507476965183	1.14410430284074	0.900913630735218	1.4326161151462	1.18664230414344	1.2774227453859	0.947041624783669	0.781497190546894	1.12498697034771	0.531614276013626
"9"	0.885475698033345	0.937950785188379	1.29493013817791	1.12038336526861	0.951455252310604	0.959037431400924	1.16625916674133	1.42347362250582	0.5	1.24051733534993	1.16237663306827	0.562958488407538	0.5	0.539953644590152	0.5	0.775833749060242	1.15075454866818	1.28846379441861	1.10158591288107	1.75942448076028	1.38894461323757	1.08454274658888	1.30261819976894	1.07890546703688	1.43254787254859	1.15600297631801	0.633459160151069
"17"	0.506759906148628	1.38171235721593	1.04603223366185	1.2264177090086	1.00863774419492	0.965911398090361	1.61296911353429	1.21950210525957	0.5	0.795101773244485	0.583934577785145	0.5	0.5	0.5	0.5	1.00725920737447	0.57619174955306	0.952580127409413	0.942412600755988	0.554982734878159	0.841919850854142	0.828439892015925	1.44724548897053	0.825824995925441	0.799730697073772	0.711212965559933	0.606994620803179
"19"	0.538747208352825	1.07383155137087	1.1969457675522	1.1375101874001	0.584592260814101	0.926688604463496	1.07904981996613	0.919580231346623	0.5	0.886369679653685	0.5	0.5	0.5	0.5	0.5	0.612422954818339	0.686506029243893	1.18170840273495	0.947880652294369	0.5	0.742294669184257	0.877029740939539	1.48198023303457	1.41411990200113	1.27968106438039	0.878385806533032	0.5
"10"	0.5	1.03237085627141	1.45100523880496	0.586207438808467	1.04689549001043	0.980087843796487	1.59716273062438	0.929874674289394	0.5	0.770497191382892	0.647257161538435	0.5	0.5	0.5	0.5	0.965450157054319	0.669737199860664	1.02460770772849	0.89938699547549	0.5	0.834242159635991	0.954540094258791	1.40737729765179	0.787448772615289	0.677941469936038	1.21364939158163	0.683590559339717
"14"	0.5	1.11005196220233	1.7761311591732	0.638653117798396	1.02345454350967	0.916348282495532	0.684194166822194	0.884743557141118	0.5	0.755415165012826	0.813308217408598	0.5	0.5	0.5	0.5	0.72107174637711	0.724442476513352	1.11005956042366	0.852593497271597	0.5	0.843554619100443	1.25268387828656	1.38585930221696	1.45344290726787	0.885238941738158	1.258185316127	0.818025546209499
"16"	0.749444378434953	1.11173638231069	1.34587598853931	1.24091205316692	1.03789045230108	1.06785103608553	1.59357606328266	0.966882888707425	0.5	0.919812144104931	0.796903403416799	0.63811928310609	0.5	0.5	1.01109616685322	0.978715960707428	1.10613571767036	1.41531601355134	1.4341113451381	0.667910158679369	0.979228779509323	1.03247343995021	2.40274599500161	0.957969447228308	0.817473909481127	1.1313167755278	0.74064527780346
"13"	0.631221084603586	1.16681897307025	1.12619438546698	1.2728683659616	0.863002773031385	0.95395306727359	0.799877630742842	0.995938098872847	0.5	0.822626684776706	0.682197388878336	0.789062729070947	0.5	0.5	0.5	0.792242891176356	1.01896791358173	1.02684422767985	1.21993997026998	0.5	0.877565883379989	1.02456092068746	1.18688871021017	0.778519176172397	0.943521044898611	1.15056943318364	0.797342520085429
"18"	0.735265594617082	0.5	0.970112652309378	0.829055294760215	0.5	1.03796913799987	0.905698664316997	1.23342070001903	0.5	1.34432104460992	0.611971707908608	0.880040059372342	0.5	0.5	0.5	0.5	0.827248400774473	1.16377976689105	0.933436929835264	0.5	0.827463519797258	0.583925833563526	1.60959238511661	1.33874116370232	1.17437913712027	1.09248150926823	0.908309386533062
"15"	1.24002336093705	2.20428247510542	0.851843123635533	0.5	0.852069697808488	1.05924153467609	0.95671962688688	0.719753700490285	0.606369581298025	1.13657714285265	0.829122868579097	0.602105139744848	0.5	0.5	0.5	0.5	0.725109395431542	0.965725255286682	0.853154525545961	0.5	0.551509852923383	1.22480651873023	1.59249336764104	1.00293281935641	1.34639182857578	1.30890004357763	1.03728390823644
