"CD34"	"CD123"	"HLA-DR"	"CD16"	"CD33"	"CD184"	"CD13"	"CD38"	"CD117"	"CD62L"	"CD56"	"CD183"	"CD25"	"CD185"	"CD19"	"CD14"	"CD15"	"CD24"	"CD235a"	"CD3"	"CD7"	"CD11c"	"CD61"	"CD11b"	"CD64"	"CD4"	"CD45"
"1"	0.483173200362712	0.00113726525577158	0.120302551890101	0.000880220263468835	0.00868366970823652	0.352801581007569	0.353138585307186	0.880604598220132	0.0168837522642916	1.91137631790781	0.0107105496926155	0.113775602047169	0.0189675262772845	0.353321493162888	0.0095402333337757	0.0142051806936419	0.0743797812289322	0.237143044604536	0.166371800577192	3.93947576296633	3.17280583242181	0.00162825903603536	0.657942974693362	0.680673508307135	1.32289572833594	4.38826440735213	5.54418896458383
"8"	0.834760753371857	0.135201071976692	0.398703590549727	0.0201942824315392	0.0334199719515413	0.122613860039722	0.401910145723409	0.20791647088583	0.09300250807586	0.462245139935639	0.259337296896434	2.90643296873059	0.0247464750490302	0.332371888164196	0.00355745648012689	0.0219487011302146	0.0074428129471032	0.00140654907439372	0.0115694335977891	3.34433832359742	1.31955457561472	0.0161421848459775	0.00907185051926452	0.221796299162979	0.686403904616523	3.44916679466428	5.12339472973467
"7"	0.816243971602321	0.00976281551924576	0.180963718329206	4.60605502496825	0.00409300028889088	0.00201585814420577	0.336812975930305	2.4010099933667	0.0200198251013607	0.490823660784527	2.0366181066028	0.127577094811413	0.0244633194936519	0.0204303058818617	0.0172558346851541	0.00126667026086085	0.137777199511239	0.763106353138028	0.0967938006075201	0.0250998069389379	3.62381822982	0.826917784894611	0.511495390225545	1.31678578994639	0.222291507173764	0.127294222362685	5.11578794797987
"6"	0.837294732072155	0.00343293990926016	0.520363592760625	1.19815765157948	0.00614358991048416	0.078814773497208	0.188595332512609	2.42031702051433	0.0205282098215503	1.81940343525432	3.79431710060269	0.085864163646085	0.0226240904401532	0.0205354641645301	0.0199109590481614	0.00229866053887197	0.126321343951844	0.217308043149004	0.182609058692671	0.0229377281647574	3.81608116864275	1.01859055775445	0.503394909171293	1.11955747803197	0.163246358067557	0.16138370711852	4.72915684956571
"4"	0.247868965563613	0.0898629296763933	2.45837553376195	0.0050617881033128	0.00471392266563244	0.378509728358477	0.627758242574753	2.60388329620242	0.0222315793302111	0.778838123290557	0.0581272285982618	0.201926427049062	0.0197694099824661	0.1931585976928	0.0152853228963503	0.0124035843627022	0.114131528466169	0.309045201266382	0.153734052257582	3.28962524871937	1.84864549861737	0.0375803659430139	1.06625928359232	0.415453730467076	0.335673959515878	0.166010816920502	5.70117291685719
"2"	0.534047696142594	0.0151538853173915	0.281143893566874	0.00600213753322609	0.00931330568433602	0.231380388775341	0.464683909169469	0.324942965603851	0.0203214953556536	0.654106440589495	0.0581545625205786	0.328914665481833	0.0252515738531661	0.210513059870099	0.0178531103229402	0.0175717887488481	0.0106312800246652	0.0804233675576033	0.0303140244580939	3.36734322903843	2.60940921683305	0.00521899575822661	0.391049227815501	0.261092328967061	0.148986128077766	0.0243547371944677	5.51052220347374
"20"	0.0909725208918652	0.114693099629033	4.63194169401	0.00534637308236379	0.0924806067750098	1.27533452522817	0.523121199163594	0.591714686287519	0.0841388142016373	0.719491747202609	0.212197448634709	0.311531390520272	0.0309608028294013	1.00527748401422	2.59740130090721	0.00801671898433947	0.0730052216575807	0.544699316503052	0.097053687017365	0.124512631452936	0.00490491857354891	0.229819447634552	0.361976225309307	0.332909677326891	0.238192754511492	0.0757859464583333	5.50423581163908
"5"	0.454632959735605	0.530377504423115	1.15901926996008	0.00111231858238216	0.080126924956653	0.230508081425056	0.328860686978008	0.774060593134057	0.0050869675053794	1.12818703914822	0.6976449682122	0.317683886052559	0.031382549882875	0.00565650496086868	0.00547545870948656	0.0138380029922375	0.0216078360149651	0.00903449711810961	0.0016684283757989	0.0870349413456839	0.261652930282237	0.0865563194625751	0.14276930458715	0.104974204525502	0.170209609004793	0.07773577222854	4.26709914154584
"11"	1.63766451373964	0.855676576035783	1.22916135189434	0.0113173651722541	0.249287345474888	0.390736516195027	0.269017041055682	1.33620691559256	0.516740684070891	0.786421476461532	0.311596821733037	0.124174713896234	0.0252757119952972	0.0148453763063507	0.880201756579091	0.0269331992382592	0.0812987516319733	0.0259739637246816	5.40154115802258	0.0226938914144882	0.0200948860261629	0.11804429895236	0.0607744423798299	0.00841792317483043	0.0391426260928549	0.00666709768769887	1.32580881033291
"3"	1.86755062682084	0.951834159328993	1.20487867973623	0.0214326026150208	0.1668786438607	0.38719484947467	0.428942517536909	1.42938334139637	0.606488520044044	0.79274112414052	0.102182463989911	0.113446927724276	0.0276720829964022	0.0170627559831915	0.0186491884824184	0.0276235694509232	0.0280701887144548	0.00529141589374974	0.0128170885069365	0.023637819368719	0.020801214313496	0.00323186500526181	0.0473978174984825	0.0105987223503956	0.00552239591329137	0.00986908448771813	1.26952260324677
