"CD11c-159 (v)"	"CD61-150 (v)"	"HLA-DR-174 (v)"	"CD34-148 (v)"	"CD117-143 (v)"	"CD62L-153 (v)"	"CD123-151 (v)"	"CD13-152 (v)"	"CD33-158 (v)"	"CD184-175 (v)"	"CD38-167 (v)"	"CD16-165 (v)"	"CD183-156 (v)"	"CD19-142 (v)"	"CD56-176 (v)"	"CD24-166 (v)"	"CD25-169 (v)"	"CD15-164 (v)"	"CD185-171 (v)"	"CD235a-141 (v)"	"CD14-160 (v)"	"CD7-147 (v)"	"CD3-170 (v)"	"CD11b-144 (v)"	"CD64-146 (v)"	"CD4-145 (v)"	"CD45-154 (v)"
"5"	0.858971673025916	1.40931521935292	1.30601695418974	0.532178893182184	0.5	0.762285169930766	1.16805941392457	0.972228159923739	1.049297193174	0.9819277573862	0.953656019837938	0.775508674664133	0.529533696976464	0.5	0.700251910831399	1.22006152899164	0.5	0.798566701841958	0.5	1.30796998431396	0.997344437950845	0.912716330195096	0.523455595739577	0.802041552815316	0.621081988590872	0.910112823729264	0.642695970059298
"9"	1.02757073869597	1.23579726502666	0.843613225776371	0.5	0.5	0.728512693915779	1.08524274892683	0.789731702254404	1.00713126980914	1.01113088793567	0.819253890103949	0.529984908253547	0.5	0.5	0.742637725933617	0.943721357932277	0.5	0.636186780661981	0.5	0.822686311936955	1.07946997043572	0.8641070805796	0.5	0.895069150077511	0.59127267892495	1.28622400489819	0.670951769115854
"11"	0.962363249953754	1.3203102653154	1.16564310193748	0.5	0.5	0.726264161125795	0.884062996173923	1.20376622853179	1.01897463606928	0.946984692883905	0.963860290559188	0.588581376880593	0.5	0.5	0.57795090810624	1.06008622694772	0.5	0.690231038029132	0.5	0.819078997384423	0.98087882263833	0.798510503240114	0.5	0.794474277674122	0.75181848680554	1.29990110252	0.710169248401575
"8"	0.794220903963976	1.29757832116497	1.28240777144208	0.501053040404071	0.5	0.859479834414004	1.09472866447492	0.949538216550011	1.06137324301863	0.961947058488949	0.964252887509728	0.698477960359704	0.513963586489337	0.5	0.662756596987436	1.09004876908708	0.5	0.712133159363025	0.5	1.0073021334822	0.999327971040315	0.892948132128806	0.5	0.665916242075563	0.604011183675962	0.84757416408818	0.624165114751883
"14"	0.785962143644801	1.24175597093558	0.845424829571629	0.5	0.5	0.749804920853246	0.769157715922034	0.914300111678459	1.06530232706885	0.863327921219603	0.952503670683851	0.5	0.5	0.5	0.552688321718091	0.756857929125911	0.5	0.54228107059115	0.5	0.81504377448241	0.949949272334846	0.721964957319649	0.5	0.6957560796854	0.641443831531206	0.91707171582265	0.560635257467901
"15"	1.17952274428704	1.28385985853595	1.81093118589366	0.891514379472823	0.5	1.75325512128275	1.23116949065781	1.4364847899667	1.08020704530577	1.01764399554975	1.03812485279736	0.87685217599326	0.684713868365198	0.5	0.701179822290361	1.19600899113573	0.5	0.785353467033939	0.678828802659244	1.14772108439791	1.1479017063876	1.43274572762984	0.897037443418217	0.909553131761228	0.74705490716768	1.31891289956221	0.530269528275551
"18"	0.5	1.82495756220271	0.645023311578827	0.905912177999362	0.5	1.35791140978746	0.5	0.803625793952515	0.5	0.889362325369444	1.51273628507524	0.5	0.5	0.5	0.5	0.932470265085318	0.5	0.588135533988871	0.689605644787198	0.865850867907439	0.5	0.853405625494034	0.75827443841982	1.30132686328791	0.990476281227244	0.5	0.521926856306528
"16"	0.5	1.05134207917939	1.05007892518476	0.779519036625966	0.5	1.33029434709073	0.5	0.78807838958496	0.5	0.718486129229668	0.869182514383578	0.5	0.911350126326764	0.5	0.5	0.589185823069526	0.5	0.5	0.663445622401941	0.692055561683163	0.5	1.84082714959784	0.892789226716107	1.10083841690958	1.11534191349549	0.819622005113083	0.616839357459963
"6"	2.32019953844349	2.76796868358171	4.17062787260765	0.946822932116135	0.5	1.13837958561305	2.33946418784275	1.50162044219576	0.572231098866784	1.11973492900048	1.99820779278867	2.41491134710649	0.5	0.5	2.04324919712261	1.11320413115146	0.5	0.641659246918245	0.5	0.899933770906288	0.567073957722622	3.41229275374358	0.5	1.62898095690672	2.14887256099282	2.48996262909269	0.97017668478891
"4"	1.4276855310357	1.64217932646288	1.39384416378036	0.525051019242052	0.5	0.772309083316852	1.0526944837957	0.726744783029623	1.05782784507882	0.959112745361559	0.88042442483239	0.658167973628287	0.516346226896926	0.5	0.838361476967849	1.15050614370852	0.5	0.765345227643758	0.5	0.885252330095937	0.600703065668452	0.802289673506729	0.5	1.47537018520613	1.35217287625791	1.20657498187975	0.936245241495947
"3"	0.588483013597212	3.17445441216204	1.77822968140851	1.27163643995612	0.5	1.39401539668214	2.31253639353009	0.95286157001825	0.560727458203832	1.22368979968123	1.42676281134938	0.605206964147553	0.73941937650987	0.678960584637769	0.704604163670682	1.01170280479341	0.5	0.709571427749127	0.5	3.04379205196811	0.5	0.602512114683583	0.5	1.08570248979149	1.29421842581922	2.95692641836265	1.89589039128829
"20"	0.5	1.55883936690838	1.32262661020331	1.04527413499638	0.5	1.5384708305994	0.5	0.889405192978185	0.5	0.779798252670212	1.43628873011579	0.5	1.03245289329177	0.5	0.5	0.687153313537123	0.5	0.5	0.565970774670763	0.679109060702424	0.5	1.4409666729895	0.802155967773238	0.998246244405457	0.757960819463366	0.568598063437437	0.62661666738849
"1"	0.588072114457009	0.872791663660358	4.37681566230693	1.15241646942615	0.5	1.00609555921217	0.534359500893595	0.792661998073983	0.5	1.34000855053541	1.17310835054954	0.5	1.63822196289972	2.79704835166385	0.583868604986447	0.913255786547767	0.5	0.5	1.45789488242612	0.5	0.5	0.5	0.5	0.649406707162973	0.533630100184086	0.5	5.28497608392652
"2"	0.608809703281516	1.67910651577373	1.01085958662208	0.949866931978298	1.01655383603049	1.33222198581835	0.922372029326635	1.1789254181154	0.98093117729426	1.07819066035297	0.969425343846899	0.5	0.651217287807191	0.5	0.723445094330542	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.854555985251711
"7"	0.5	0.5	0.807321586838714	0.813849414593218	0.993520950159716	0.924636075058483	0.999250166910255	0.927888305971542	0.867179374210557	0.70239562338197	0.982949813607919	0.5	0.597095310356756	0.5	0.576478045260682	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.89319681297878
"13"	0.5	0.5	1.08712465004678	1.09608806084254	0.83735965297972	0.693323142047764	0.909641846727939	0.807975903205893	0.591218217552384	0.965373731014505	1.0213344325252	0.5	0.614710033289986	0.5	0.508605432033529	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.976440321817173
"19"	0.5	0.5	0.990873043317485	1.03751261215008	0.955326015991311	0.782467477183195	1.09758269376052	0.732545522152469	0.679547510386323	0.685174492757478	1.04763764939585	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.644430150154524
"17"	0.5	0.5	0.786972241032497	0.977023692417299	0.851487071435063	1.066489907888	1.01419627802269	0.816812240252677	0.564809144061107	0.757014779507931	0.95915391182077	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.719998034097949
