"CD11c"	"CD61"	"CD11b"	"CD64"	"CD4"	"CD45"	"CD34"	"CD123"	"HLA-DR"	"CD117"	"CD62L"	"CD13"	"CD33"	"CD184"	"CD38"	"CD16"	"CD235a"	"CD183"	"CD19"	"CD56"	"CD24"	"CD25"	"CD15"	"CD185"	"CD14"	"CD7"	"CD3"
"16"	0.592018496568822	3.16633206503088	1.08700723194385	1.29399399776553	2.95518610636441	1.88895373113145	1.27207311505121	2.31074914129517	1.7783914268369	0.5	1.38986814453262	0.952181853409769	0.556830948051545	1.21990440766395	1.42658936434783	0.601621864322165	2.95697773968147	0.739945377706106	0.672108876592895	0.704593851173758	1.01153088128168	0.5	0.710634257561883	0.5	0.5	0.604078743480706	0.5
"1"	0.5	1.55864910144875	0.998180363163085	0.75793570432879	0.568499779310652	0.626443790189324	1.04510979937963	0.5	1.32233225910518	0.5	1.53816140813125	0.889204858783919	0.5	0.779665129906307	1.43558555037791	0.5	0.679064258302567	1.03233510475597	0.5	0.5	0.687077957415993	0.5	0.5	0.565686487846337	0.5	1.44019064981265	0.802049521647
"20"	0.588058045559893	0.872150266715895	0.649254267719128	0.53304878593771	0.5	5.28397348282432	1.15182785039138	0.533124709388065	4.37654978363081	0.5	1.00562437986351	0.792034305676007	0.5	1.33893278760792	1.1730701933475	0.5	0.5	1.63791435524407	2.79676734843142	0.583540967877159	0.912589205543117	0.5	0.5	1.45760848170629	0.5	0.5	0.5
"15"	0.58109161510085	1.80526301116016	0.5	0.5	0.5	0.868871379434432	1.01828385633654	0.94680036210148	0.933995882365684	0.997357390405064	1.11489511418692	1.19944394700164	0.879588808316782	1.05583104690769	1.01040902587324	0.5	0.5	0.594350074055862	0.5	0.679117335823116	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"17"	0.5	0.575391761743156	0.5	0.5	0.5	1.00618415549985	0.81980935006848	0.987275136943385	0.891868198969458	0.974373085364794	0.848723665821892	1.04590480752642	0.996225208530579	0.947072235095602	0.946782136344908	0.5	0.5	0.661089085802432	0.5	0.654734263175535	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"10"	0.5	0.5	0.5	0.5	0.5	0.973754523213724	0.89792125888779	0.907682133071331	1.5275252621239	0.814679180213925	0.553162376351391	0.892648869028004	0.584293157297474	1.02784274060711	0.819487350063067	0.5	0.5	0.577001426874792	0.5	0.541932173961706	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"18"	0.5	0.5	0.5	0.5	0.5	0.642818439486642	1.02836094678717	1.0952606660036	0.989343635315258	0.955849107538439	0.778341451455361	0.734671748783691	0.678273889369683	0.685758403837736	1.04217617133688	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"14"	0.5	0.5	0.5	0.5	0.5	0.700707186793451	1.01582548881627	1.04938175601658	0.823513971912222	0.859498296205376	0.860968105667386	0.806585405668573	0.567956821481573	0.666878964535885	1.02985997575748	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"19"	0.5	0.5	0.5	0.5	0.5	0.640779930630097	1.06816910648552	1.06693701561277	1.18878757123744	0.95178370036675	0.783016725182286	0.85902092984266	0.677202921144421	0.971502959830061	1.03615027001063	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
"11"	0.5	0.5	0.5	0.5	0.5	0.81039176833639	1.27013146852103	1.07286704173229	1.2381955573592	0.874209102445479	0.77237901194584	0.9172663198749	0.564326631031458	0.921356205509661	1.17160580971643	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
