"CD11c"	"CD61"	"CD11b"	"CD64"	"CD4"	"CD45"	"CD34"	"CD123"	"HLA-DR"	"CD117"	"CD62L"	"CD13"	"CD33"	"CD184"	"CD38"	"CD16"	"CD235a"	"CD183"	"CD19"	"CD56"	"CD24"	"CD25"	"CD15"	"CD185"	"CD14"	"CD7"	"CD3"
"4"	2.61248650109575	1.71278712087913	3.47596507563035	3.39136745007179	2.3853699311313	5.14252419713503	0.0338659834640565	0.294433421820726	2.26631811989752	0.0145554101805392	0.269988531154813	2.63864302147789	0.855693466300035	0.657073394958427	1.89556123380372	0.0366721681497325	0.124578345860655	0.11730629568755	0.01016365771912	0.174737265009545	0.216687593156184	0.027462300720073	0.106285816562142	0.0189566483985655	1.37083785778361	0.207108492858604	0.0795460303519666
"5"	2.79218345183583	2.69281123828155	3.32485971927176	3.61497426079885	2.69126574979183	5.33169300338919	0.100036031101251	0.892971806477925	3.40101866061977	0.0110024189416698	0.304774644814793	1.89551407949245	1.00334018647897	1.1661744407478	2.07628156280163	0.148418833780396	0.282139148489156	0.142750927844697	0.00287779942299384	0.2737268238356	0.441210737906786	0.0254096761088396	0.17349383750316	0.0155688671918469	1.2920136505	0.340495399298875	0.114396302175151
"12"	1.58056305825938	2.38803443228955	2.66911787942549	3.52427439657699	1.38056172309314	4.52662013230275	0.0525224107932586	0.809884465593382	2.16355946687967	0.0187854585727951	0.195794217030952	0.31529050400266	0.990254209598919	1.0411440085313	2.46828041036236	0.122441110526991	0.183591000606941	0.117758271655741	0.0140646603886662	0.2743677300741	0.418688558596065	0.0238291212328668	0.196986488149331	0.0177795927150446	0.91303546326695	0.293397971718778	0.040394692133307
"8"	2.18038885410235	2.48840184783358	3.22187481669961	3.27900617862058	1.67014155640852	4.83205784997301	0.0364246999940803	0.40490678191654	1.37503422234153	0.0169054244003944	0.233854427124174	1.90871644241726	0.846245793182543	0.71513170475535	1.97034976013329	0.0921531207166729	0.173492013510447	0.106939094567069	0.01088362307028	0.177491832285276	0.420386996568533	0.0261817543303579	0.167563590078749	0.0186080207371336	1.30017250640113	0.271384499183459	0.0588474866955909
"9"	2.2818676943022	3.65126634657668	3.15984160669375	3.41779853921502	2.21278597639964	4.96468734377027	0.273910410708422	1.19930601970158	2.57271932218499	0.0902535827082877	0.395471691859504	1.80337700539143	1.02038577778165	1.30344824909345	2.24814738133518	0.540354797924129	4.09507556443214	0.169063076732852	0.608990520043717	0.356778207760722	0.976194713356138	0.0227369108950934	0.491151834960002	0.0099390112141858	1.16471362299306	0.366470011927972	0.150671504520462
"3"	2.19074090266696	2.56453647811842	3.13700023170087	3.41405501956082	4.28681437874628	6.02301292542817	0.580511832932518	0.820047429084984	2.61395183983187	0.00384784657941103	1.6456925985647	1.78846148413442	0.689418602408905	1.23457604781702	2.22459926644197	0.278435493026344	0.435899703085849	0.276596858525648	0.0752959089884243	0.332553449802965	0.560027552213443	0.0158271340834352	0.312008229879363	0.312901387558334	0.983986278140755	2.81900057076988	3.63169571860273
"7"	0.000882628724808045	0.629155257407195	0.699480010086019	1.35946687302971	4.39648344274372	5.57120794647447	0.630456792325258	0.000836279890780515	0.0807088853171956	0.0168837522642916	2.37656116229753	0.373922084398531	0.00824882123178063	0.398246648582174	1.26348417588065	4.09818099076076e-05	0.159708139521427	0.107681499000558	0.00920051568265803	0.0034636448107759	0.268071456912169	0.017162900964168	0.0818596362805968	0.379003225145238	0.0140001864336509	3.47950794045442	4.03952259415331
"2"	0.00445372405497523	0.553239568585877	0.578232911034814	1.18626398223129	4.28561667365828	5.44546799150116	0.265053044904189	0.00794127138245372	0.269625626950461	0.0141738804788066	0.599493711531894	0.33868871945228	0.00651600517839179	0.251547837344721	0.309526243509051	0.00527124124461771	0.124923311867198	0.212125901808868	0.00864156607022604	0.0473175505279676	0.143760483798735	0.0222522451076847	0.0454576185121036	0.311330250502769	0.0157609940916302	1.89630297822951	3.63699037190683
"6"	2.59266649985203	2.35187888523492	1.7673740419416	1.22309690639617	1.84789784369645	5.73685672743343	0.386701525293663	1.31647225970892	3.09321445590008	0.0154874401763072	0.499698814243254	0.94669265655852	0.0894331282631917	0.479441706682887	1.10354014674257	4.12281612563716	0.206616860436052	0.106789704952733	0.0100558781611848	0.660333581161685	0.621822353706835	0.0269700711867358	0.147461658524346	0.0180068953951074	0.108002611754644	1.21648478018986	0.0866700457845413
"13"	1.30616215808593	2.18999873396544	1.14534402818823	3.27805156609028	1.5756478816613	4.0210584341318	0.101865239495226	1.66471433509774	3.98796354250727	0.0180560294501148	0.224031591294593	0.235769146319701	0.928191451199206	1.85504395563141	2.9551786631595	0.143434481345973	0.170146204885667	0.122064558635105	0.0160286973834948	0.401955984075197	0.511313568482994	0.0196397096270186	0.240761239293874	0.0157247291593071	0.160229160215943	0.251701119667682	0.00211829757222832
"16"	0.0860334403893429	2.49404959496882	0.353847349850878	0.627217852798004	2.19548578983154	3.47892791085557	0.500203984581432	4.72237419779028	3.72262141173133	0.00527446577218413	0.646269906073267	0.652881699942945	0.0797875699426295	1.3980663557073	1.8376623856517	0.066028151226046	0.620793064811556	0.243350899079444	0.0489804486382363	0.296393597171586	0.334359082085563	0.0266526683476702	0.184347239772958	0.0162955129614354	0.012107224995051	0.00220533281545483	0.012136410245511
"1"	0.00309195646713365	0.506154233853867	0.296448940443914	0.187454272979103	0.0469397409668098	5.53767906782299	0.480760290692651	0.0296547060994532	0.478969237801024	0.0206947197623	0.677350779576211	0.487713812908941	0.00821811495330485	0.262131199353507	0.542626975332594	0.00394407556123494	0.0588120356129799	0.297826609353148	0.0171882947576454	0.0633736904011275	0.114314393402556	0.0246255343408591	0.0318413670077695	0.206088652770711	0.016617736307087	2.51240246947299	3.34799799067629
"20"	0.00119332028111838	0.0769030854466239	0.0360728566329274	0.0330060865845914	0.00565442161658211	5.01981832743104	0.34083015189601	0.075357150375907	3.76985072474559	0.0219970128652514	0.255074801785407	0.213257617348028	0.0371419439225462	0.760796252721213	0.484578021299303	0.0145103885928971	0.0011128527259074	1.0947938282082	1.73977810421857	0.185947632291853	0.135359162582162	0.0309677017389798	0.00744563506880376	0.23584793761017	0.0195657544501244	0.0135879999287341	0.0044654265649512
"15"	0.122786848133062	0.778939011182981	0.00176349004595636	0.0335426053309716	0.00244770153329613	1.66850777691214	2.06190450982663	1.52408478037614	1.77755207561288	0.866758122410426	0.787451476299976	0.92514760822896	0.300045307015119	0.617740011275831	1.6139613893556	0.0189638493321016	0.00950700723842681	0.1594375551279	0.0144304353461462	0.195366382132486	0.0339622928886942	0.0265531568587483	0.0754310897205686	0.0136645405845397	0.0244867569670671	0.0171827384384582	0.0209722820641783
"17"	0.0914204494748671	0.0999644863263208	0.00186031663900482	0.04952966396955	0.00420594366117283	1.6071715698484	2.41079797602332	1.37222717926809	2.00207852333105	1.14793794049173	1.98437564224501	0.648370547341155	0.411887069200579	0.455945334489371	1.9694275408235	0.0172084004044416	0.00853479077041545	0.201838001644441	0.0126568305772802	0.190003713164962	0.029386685439931	0.024924361905537	0.0970901599764038	0.0114570843019452	0.0260085028834136	0.018757876422229	0.0220304728397521
